iter	RMSE
1037	3.132610818
1038	3.132369172
1039	3.131988301
1040	3.131767929
1041	3.12987582
1042	3.129639741
1043	3.127230586
1044	3.125829936
1045	3.123139511
1046	3.120747149
1047	3.120320425
1048	3.118408481
1049	3.117017251
1050	3.115769183
1051	3.113821756
1052	3.112224365
1053	3.10997445
1054	3.107646703
1055	3.106860864
1056	3.105253153
1057	3.103046514
1058	3.10268626
1059	3.100846371
1060	3.098742284
1061	3.098214526
1062	3.09798548
1063	3.096298184
1064	3.094641977
1065	3.09352485
1066	3.092311072
1067	3.091598148
1068	3.089219549
1069	3.086922055
1070	3.085423955
1071	3.08364387
1072	3.081756141
1073	3.080230713
1074	3.078729071
1075	3.078219877
1076	3.077523515
1077	3.075251184
1078	3.074727618
1079	3.074306032
1080	3.073533801
1081	3.072357892
1082	3.071229501
1083	3.070834471
1084	3.069315658
1085	3.069103074
1086	3.066879888
1087	3.066385449
1088	3.065998706
1089	3.063957244
1090	3.061880296
1091	3.061385082
1092	3.06100315
1093	3.059743756
1094	3.057783114
1095	3.056252029
1096	3.054547459
1097	3.052624618
1098	3.050373975
1099	3.049638255
1100	3.048163012
1101	3.046016367
1102	3.043711226
1103	3.042138194
1104	3.041652039
1105	3.041351897
1106	3.039891336
1107	3.038423706
1108	3.037284272
1109	3.037082952
1110	3.036680461
1111	3.036314122
1112	3.033777404
1113	3.032447043
1114	3.031760497
1115	3.031532099
1116	3.028825759
1117	3.027383342
1118	3.025283098
1119	3.023645492
1120	3.022265491
1121	3.021801097
1122	3.020398397
1123	3.020179127
1124	3.019984688
1125	3.01773475
1126	3.016314746
1127	3.013776557
1128	3.012010912
1129	3.011790616
1130	3.01159486
1131	3.010257678
1132	3.009740183
1133	3.007824349
1134	3.006539105
1135	3.004357545
1136	3.002403691
1137	3.002003391
1138	3.001863945
1139	3.000659372
1140	3.000468066
1141	2.998642736
1142	2.996959715
1143	2.995282618
1144	2.993325841
1145	2.993135826
1146	2.99266964
1147	2.992278739
1148	2.990829124
1149	2.988953444
1150	2.987047438
1151	2.985214649
1152	2.982346826
1153	2.981933542
1154	2.979390418
1155	2.978257526
1156	2.978093329
1157	2.977071707
1158	2.975884284
1159	2.974701766
1160	2.974375881
1161	2.97249048
1162	2.970393449
1163	2.968772768
1164	2.967731082
1165	2.965697755
1166	2.964581283
1167	2.962724185
1168	2.960835303
1169	2.960671274
1170	2.959322316
1171	2.957222901
1172	2.955211932
1173	2.954865635
1174	2.954446646
1175	2.952753145
1176	2.951131672
1177	2.949692175
1178	2.947849203
1179	2.94600845
1180	2.944767008
1181	2.944431609
1182	2.943321248
1183	2.941522475
1184	2.941020469
1185	2.939848064
1186	2.939469717
1187	2.939343235
1188	2.937573065
1189	2.937244747
1190	2.93655506
1191	2.934644079
1192	2.933355735
1193	2.931611609
1194	2.931158898
1195	2.929470593
1196	2.927682249
1197	2.926744368
1198	2.924014439
1199	2.9237207
1200	2.923612286
1201	2.923234833
1202	2.922262489
1203	2.919573777
1204	2.919001396
1205	2.917585224
1206	2.917313493
1207	2.916118919
1208	2.915828388
1209	2.91443648
1210	2.913397037
1211	2.912390206
1212	2.910299032
1213	2.909986021
1214	2.908542564
1215	2.908437734
1216	2.907796426
1217	2.906660635
1218	2.905576578
1219	2.904963841
1220	2.90376881
1221	2.902357424
1222	2.900794707
1223	2.899047892
1224	2.897844929
1225	2.896226766
1226	2.895227937
1227	2.894873235
1228	2.89423822
1229	2.892918584
1230	2.891722582
1231	2.890053916
1232	2.888300425
1233	2.888004489
1234	2.886036292
1235	2.883996759
1236	2.883394018
1237	2.88148984
1238	2.880199179
1239	2.878862272
1240	2.878086416
1241	2.877544644
1242	2.877043985
1243	2.875647109
1244	2.874149674
1245	2.872485765
1246	2.870887932
1247	2.870029088
1248	2.868335304
1249	2.866889138
1250	2.866010938
1251	2.86541806
1252	2.865143305
1253	2.863844309
1254	2.861341616
1255	2.859013354
1256	2.858260607
1257	2.857804654
1258	2.856583572
1259	2.854960878
1260	2.853444793
1261	2.851986534
1262	2.850906029
1263	2.849072425
1264	2.847799432
1265	2.846040676
1266	2.845205234
1267	2.843861151
1268	2.842221883
1269	2.841892386
1270	2.841667171
1271	2.840629143
1272	2.83924151
1273	2.838641603
1274	2.838318911
1275	2.837632298
1276	2.836803077
1277	2.835076657
1278	2.83349287
1279	2.833081853
1280	2.832836179
1281	2.831369617
1282	2.830005145
1283	2.828712904
1284	2.828223433
1285	2.827610211
1286	2.826026396
1287	2.825439379
1288	2.823731529
1289	2.823476098
1290	2.821559838
1291	2.81971642
1292	2.818291313
1293	2.816660396
1294	2.815580471
1295	2.814785853
1296	2.814409165
1297	2.812763607
1298	2.811590354
1299	2.811276835
1300	2.809442468
1301	2.808242801
1302	2.807991388
1303	2.80667924
1304	2.805146581
1305	2.803740262
1306	2.80321303
1307	2.802964301
1308	2.801875198
1309	2.801530449
1310	2.800138835
1311	2.79934408
1312	2.798293396
1313	2.797874764
1314	2.796362587
1315	2.795068697
1316	2.7939876
1317	2.792952308
1318	2.792813981
1319	2.792155135
1320	2.791329431
1321	2.789173636
1322	2.787454159
1323	2.786473177
1324	2.786132918
1325	2.78467804
1326	2.784252812
1327	2.78269719
1328	2.782476798
1329	2.781675744
1330	2.781466949
1331	2.779474989
1332	2.777967252
1333	2.775606323
1334	2.773997431
1335	2.772820218
1336	2.771609871
1337	2.770989253
1338	2.770790735
1339	2.769369099
1340	2.768283593
1341	2.767096046
1342	2.766483063
1343	2.765174043
1344	2.76367854
1345	2.761470781
1346	2.761241176
1347	2.759994744
1348	2.758172072
1349	2.756442317
1350	2.756297667
1351	2.754939595
1352	2.752777493
1353	2.751447068
1354	2.751101513
1355	2.749383986
1356	2.748744476
1357	2.747261861
1358	2.746046941
1359	2.744362522
1360	2.743200068
1361	2.741753546
1362	2.740701313
1363	2.740223817
1364	2.739703438
1365	2.738888952
1366	2.738660381
1367	2.736588814
1368	2.736294287
1369	2.735448916
1370	2.734897478
1371	2.73362843
1372	2.732541018
1373	2.732145436
1374	2.731927758
1375	2.73122906
1376	2.730564157
1377	2.729199024
1378	2.727717138
1379	2.727516818
1380	2.725526702
1381	2.724365242
1382	2.723060888
1383	2.721233482
1384	2.719747255
1385	2.718758676
1386	2.716703268
1387	2.715776265
1388	2.714715867
1389	2.713479812
1390	2.711822069
1391	2.710631551
1392	2.709509145
1393	2.708025995
1394	2.705872379
1395	2.705749931
1396	2.705298283
1397	2.705175379
1398	2.703465715
1399	2.702696174
1400	2.701885136
1401	2.70007298
1402	2.699788449
1403	2.699448232
1404	2.698717512
1405	2.69733976
1406	2.697157317
1407	2.696044241
1408	2.694599204
1409	2.693149298
1410	2.691238495
1411	2.691092206
1412	2.690555872
1413	2.690434194
1414	2.689307157
1415	2.688486374
1416	2.687423719
1417	2.686132482
1418	2.68469199
1419	2.684000022
1420	2.683247379
1421	2.681441009
1422	2.680415114
1423	2.679243857
1424	2.677758149
1425	2.677322424
1426	2.676207306
1427	2.675486358
1428	2.674268486
1429	2.672952666
1430	2.671275106
1431	2.668731924
1432	2.667412476
1433	2.666000496
1434	2.665176704
1435	2.664294113
1436	2.663203436
1437	2.662141298
1438	2.660995627
1439	2.659780725
1440	2.658879338
1441	2.657100102
1442	2.656433367
1443	2.655799955
1444	2.654842199
1445	2.653160886
1446	2.652105625
1447	2.65165589
1448	2.650823528
1449	2.650198775
1450	2.649754965
1451	2.648902049
1452	2.647909353
1453	2.647652352
1454	2.646679714
1455	2.645878774
1456	2.645434553
1457	2.643939412
1458	2.64267874
1459	2.641724034
1460	2.639822857
1461	2.63941236
1462	2.639309006
1463	2.63794696
1464	2.636215393
1465	2.635367454
1466	2.633035303
1467	2.632932283
1468	2.632069411
1469	2.631098614
1470	2.630787307
1471	2.630686098
1472	2.629394922
1473	2.629282329
1474	2.629074499
1475	2.628514501
1476	2.627821745
1477	2.6276537
1478	2.626798223
1479	2.625800129
1480	2.624124526
1481	2.623032481
1482	2.622930779
1483	2.62165131
1484	2.621007021
1485	2.620794669
1486	2.619133401
1487	2.618099323
1488	2.617861624
1489	2.61709051
1490	2.616900481
1491	2.61614357
1492	2.615382978
1493	2.613693196
1494	2.613593675
1495	2.61312088
1496	2.611944467
1497	2.610876892
1498	2.609423818
1499	2.609229635
1500	2.608482575
1501	2.607186436
1502	2.605900195
1503	2.605485684
1504	2.603776415
1505	2.603608718
1506	2.602565404
1507	2.601481664
1508	2.601072665
1509	2.599543781
1510	2.597735794
1511	2.596910503
1512	2.595314771
1513	2.594386332
1514	2.593390909
1515	2.593252433
1516	2.591981537
1517	2.591574068
1518	2.591044951
1519	2.590436608
1520	2.588988526
1521	2.588505264
1522	2.58727504
1523	2.587017848
1524	2.586034051
1525	2.585568355
1526	2.584296658
1527	2.582702324
1528	2.581747269
1529	2.58104651
1530	2.580062018
1531	2.579674746
1532	2.578734612
1533	2.577734088
1534	2.577085233
1535	2.576684133
1536	2.574875959
1537	2.573627552
1538	2.572454427
1539	2.571485841
1540	2.570877433
1541	2.569849818
1542	2.568982471
1543	2.568595814
1544	2.568440688
1545	2.568170544
1546	2.567171792
1547	2.56611488
1548	2.564885257
1549	2.56469228
1550	2.564355102
1551	2.563806491
1552	2.563716646
1553	2.562584743
1554	2.561483091
1555	2.561114991
1556	2.560198871
1557	2.559207862
1558	2.55911746
1559	2.557449264
1560	2.556144589
1561	2.55597029
1562	2.555795577
1563	2.554637632
1564	2.553337219
1565	2.551738287
1566	2.55098988
1567	2.550421218
1568	2.549544638
1569	2.547810106
1570	2.546739942
1571	2.545708094
1572	2.544400974
1573	2.544021731
1574	2.543215425
1575	2.54303843
1576	2.541637892
1577	2.54101655
1578	2.539020703
1579	2.538378187
1580	2.537959338
1581	2.537032563
1582	2.535857967
1583	2.535037618
1584	2.533417196
1585	2.532336219
1586	2.531397231
1587	2.531190214
1588	2.530187986
1589	2.529464441
1590	2.528720739
1591	2.528560043
1592	2.527697473
1593	2.526986069
1594	2.52534316
1595	2.524336745
1596	2.522811935
1597	2.521242033
1598	2.519483712
1599	2.518536643
1600	2.518057942
1601	2.516457357
1602	2.515300629
1603	2.513535518
1604	2.512012729
1605	2.51131944
1606	2.510312932
1607	2.509388377
1608	2.50840426
1609	2.507421702
1610	2.507101528
1611	2.506942225
1612	2.506773417
1613	2.505472756
1614	2.504506954
1615	2.503881324
1616	2.503645204
1617	2.502708354
1618	2.501116257
1619	2.500911237
1620	2.499813654
1621	2.499405355
1622	2.497536362
1623	2.495564148
1624	2.494911849
1625	2.494447465
1626	2.493429357
1627	2.491823846
1628	2.491613779
1629	2.490548379
1630	2.489518857
1631	2.489327243
1632	2.488788314
1633	2.488108007
1634	2.487816032
1635	2.487170368
1636	2.485363018
1637	2.484480431
1638	2.483800225
1639	2.483203976
1640	2.483099604
1641	2.48232455
1642	2.481009596
1643	2.480923183
1644	2.479409824
1645	2.478159049
1646	2.477253142
1647	2.476562996
1648	2.475947431
1649	2.475652927
1650	2.474526766
1651	2.473613724
1652	2.472647533
1653	2.471092427
1654	2.4702227
1655	2.46958777
1656	2.468475018
1657	2.467765193
1658	2.466319855
1659	2.466220161
1660	2.465543669
1661	2.464845572
1662	2.463939228
1663	2.463279211
1664	2.463195004
