iter	Passed	Remaining
603	1873	12158
604	1875	12148
605	1879	12153
606	1883	12151
607	1885	12141
608	1887	12131
609	1889	12121
610	1892	12117
611	1895	12114
612	1898	12111
613	1900	12104
614	1903	12095
615	1905	12086
616	1908	12088
617	1913	12094
618	1919	12110
619	1931	12159
620	1933	12150
621	1935	12140
622	1937	12131
623	1939	12124
624	1941	12114
625	1944	12105
626	1946	12098
627	1948	12088
628	1950	12079
629	1953	12076
630	1956	12069
631	1959	12067
632	1962	12065
633	1965	12058
634	1967	12048
635	1973	12067
636	1976	12058
637	1978	12049
638	1980	12039
639	1983	12034
640	1986	12035
641	1989	12029
642	1992	12023
643	1993	12013
644	1996	12005
645	1996	11987
646	2002	11997
647	2004	11992
648	2006	11983
649	2009	11975
650	2012	11970
651	2016	11974
652	2020	11976
653	2022	11968
654	2024	11959
655	2026	11948
656	2029	11944
657	2032	11942
658	2035	11936
659	2037	11928
660	2039	11920
661	2041	11911
662	2043	11903
663	2046	11898
664	2050	11897
665	2053	11896
666	2056	11890
667	2058	11881
668	2061	11878
669	2064	11873
670	2067	11869
671	2069	11864
672	2071	11854
673	2074	11848
674	2077	11846
675	2080	11845
676	2083	11837
677	2085	11829
678	2087	11821
679	2096	11850
680	2098	11842
681	2100	11834
682	2102	11824
683	2104	11816
684	2108	11815
685	2111	11815
686	2114	11807
687	2116	11798
688	2118	11790
689	2121	11787
690	2125	11788
691	2127	11780
692	2130	11775
693	2131	11765
694	2134	11757
695	2140	11775
696	2143	11768
697	2145	11761
698	2147	11752
699	2149	11744
700	2153	11746
701	2157	11744
702	2160	11741
703	2162	11734
704	2165	11729
705	2169	11729
706	2172	11727
707	2174	11718
708	2176	11710
709	2178	11703
710	2180	11695
711	2185	11701
712	2188	11697
713	2190	11691
714	2192	11682
715	2194	11673
716	2197	11667
717	2203	11679
718	2205	11672
719	2208	11667
720	2210	11658
721	2213	11655
722	2216	11654
723	2219	11648
724	2221	11641
725	2223	11634
726	2226	11626
727	2229	11627
728	2233	11627
729	2236	11622
730	2237	11612
731	2240	11604
732	2242	11599
733	2245	11593
734	2248	11591
735	2252	11594
736	2255	11589
737	2258	11586
738	2262	11586
739	2265	11584
740	2267	11577
741	2269	11568
742	2271	11559
743	2275	11559
744	2278	11558
745	2281	11552
746	2283	11545
747	2285	11537
748	2287	11530
749	2292	11533
750	2295	11533
751	2297	11524
752	2299	11516
753	2301	11507
754	2304	11504
755	2308	11506
756	2311	11501
757	2313	11495
758	2315	11486
759	2317	11479
760	2321	11480
761	2325	11480
762	2327	11473
763	2329	11465
764	2331	11458
765	2333	11450
766	2337	11452
767	2340	11447
768	2343	11442
769	2348	11448
770	2351	11447
771	2360	11472
772	2363	11466
773	2367	11470
774	2370	11465
775	2372	11458
776	2374	11450
777	2376	11443
778	2380	11445
779	2382	11437
780	2385	11430
781	2386	11421
782	2388	11413
783	2390	11405
784	2393	11399
785	2396	11397
786	2399	11391
787	2401	11386
788	2403	11378
789	2405	11371
790	2408	11365
791	2412	11368
792	2415	11363
793	2417	11355
794	2419	11347
795	2421	11341
796	2424	11336
797	2427	11334
798	2430	11330
799	2432	11323
800	2434	11316
801	2436	11309
802	2440	11307
803	2442	11301
804	2445	11299
805	2448	11296
806	2451	11289
807	2453	11282
808	2458	11290
809	2461	11287
810	2466	11294
811	2469	11288
812	2473	11291
813	2477	11293
814	2481	11292
815	2485	11292
816	2488	11290
817	2491	11286
818	2493	11280
819	2495	11273
820	2497	11265
821	2501	11265
822	2504	11263
823	2507	11257
824	2509	11250
825	2512	11246
826	2514	11241
827	2518	11241
828	2521	11238
829	2523	11231
830	2525	11223
831	2527	11216
832	2531	11218
833	2534	11213
834	2539	11217
835	2540	11209
836	2542	11200
837	2545	11198
838	2548	11193
839	2553	11198
840	2556	11193
841	2558	11188
842	2563	11191
843	2566	11192
844	2569	11188
845	2571	11180
846	2574	11177
847	2581	11188
848	2589	11210
849	2596	11221
850	2598	11217
851	2601	11210
852	2603	11204
853	2607	11207
854	2612	11209
855	2615	11206
856	2619	11208
857	2623	11210
858	2626	11205
859	2628	11198
860	2631	11195
861	2636	11198
862	2639	11196
863	2642	11192
864	2644	11186
865	2646	11178
866	2650	11178
867	2653	11177
868	2656	11171
869	2658	11166
870	2660	11160
871	2667	11173
872	2671	11174
873	2674	11168
874	2676	11161
875	2681	11167
876	2684	11164
877	2687	11161
878	2691	11162
879	2695	11159
880	2699	11164
881	2702	11158
882	2704	11152
883	2706	11145
884	2710	11143
885	2713	11143
886	2716	11138
887	2718	11131
888	2720	11124
889	2722	11117
890	2729	11128
891	2732	11124
892	2734	11117
893	2737	11114
894	2739	11109
895	2743	11110
896	2749	11118
897	2752	11112
898	2754	11105
899	2758	11108
900	2761	11104
901	2763	11098
902	2766	11091
903	2768	11085
904	2772	11088
905	2775	11085
906	2778	11079
907	2780	11072
908	2782	11067
909	2785	11063
910	2789	11061
911	2791	11056
912	2794	11050
913	2796	11044
914	2798	11037
915	2800	11032
916	2804	11031
917	2806	11026
918	2809	11020
919	2811	11014
920	2814	11008
921	2819	11015
922	2822	11011
923	2825	11006
924	2827	11002
925	2829	10995
926	2833	10993
927	2835	10987
928	2839	10988
929	2842	10984
930	2844	10978
931	2847	10976
932	2850	10972
933	2853	10967
934	2855	10962
935	2857	10954
936	2859	10947
937	2863	10947
938	2866	10944
939	2869	10939
940	2871	10932
941	2873	10926
942	2875	10920
943	2879	10920
944	2882	10917
945	2885	10912
946	2887	10905
947	2888	10897
948	2890	10890
949	2895	10894
950	2898	10891
951	2900	10884
952	2902	10877
953	2904	10870
954	2907	10867
955	2913	10871
956	2915	10865
957	2917	10859
958	2919	10852
959	2921	10846
960	2926	10849
961	2928	10844
962	2930	10837
963	2932	10830
964	2934	10822
965	2936	10817
966	2939	10813
967	2942	10809
968	2945	10807
969	2948	10801
970	2950	10795
971	2955	10799
972	2958	10796
973	2960	10790
974	2962	10784
975	2965	10779
976	2967	10774
977	2972	10779
978	2975	10773
979	2977	10767
980	2979	10762
981	2984	10765
982	2988	10764
983	2990	10759
984	2992	10753
985	2995	10747
986	2996	10739
987	3001	10743
988	3004	10738
989	3006	10732
990	3008	10726
991	3011	10720
992	3013	10715
993	3017	10714
994	3020	10712
995	3022	10706
996	3024	10699
997	3026	10692
998	3028	10687
999	3031	10682
1000	3037	10690
1001	3039	10685
1002	3042	10679
1003	3045	10677
1004	3048	10674
1005	3051	10672
1006	3054	10667
1007	3056	10660
1008	3058	10653
1009	3061	10651
1010	3065	10650
1011	3067	10644
1012	3069	10638
1013	3071	10632
1014	3073	10626
1015	3077	10626
1016	3080	10623
1017	3083	10617
1018	3084	10611
1019	3086	10604
1020	3088	10598
1021	3094	10602
1022	3096	10598
1023	3099	10592
1024	3101	10587
1025	3103	10580
1026	3108	10583
1027	3111	10581
1028	3113	10575
1029	3115	10569
1030	3117	10562
1031	3121	10562
1032	3125	10563
1033	3128	10560
1034	3130	10553
1035	3132	10547
1036	3135	10544
1037	3138	10540
1038	3141	10538
1039	3144	10534
1040	3146	10528
1041	3149	10523
1042	3152	10521
1043	3155	10518
1044	3157	10512
1045	3160	10507
1046	3162	10503
1047	3164	10497
1048	3168	10495
1049	3170	10491
1050	3173	10485
1051	3175	10479
1052	3177	10473
1053	3179	10467
1054	3184	10470
1055	3186	10466
1056	3189	10460
1057	3191	10455
1058	3193	10450
1059	3197	10449
1060	3200	10446
1061	3202	10440
1062	3205	10435
1063	3207	10429
1064	3209	10423
1065	3213	10423
1066	3216	10420
1067	3219	10417
1068	3221	10411
1069	3223	10405
1070	3226	10402
1071	3229	10398
1072	3232	10397
1073	3235	10393
1074	3237	10388
1075	3239	10380
1076	3243	10379
1077	3246	10377
1078	3249	10374
1079	3251	10370
1080	3255	10370
1081	3260	10371
1082	3263	10369
1083	3265	10364
1084	3268	10358
1085	3273	10363
1086	3276	10360
1087	3278	10355
1088	3281	10349
1089	3283	10343
1090	3287	10344
1091	3290	10340
1092	3292	10336
1093	3295	10331
1094	3297	10326
1095	3299	10320
1096	3303	10320
1097	3306	10315
1098	3308	10310
1099	3310	10304
1100	3312	10297
1101	3314	10291
1102	3319	10295
1103	3321	10290
1104	3323	10284
1105	3325	10277
1106	3327	10272
1107	3331	10271
1108	3333	10266
1109	3338	10268
1110	3341	10263
1111	3343	10258
1112	3345	10253
1113	3349	10251
1114	3351	10248
1115	3354	10242
1116	3356	10236
1117	3358	10231
1118	3363	10235
1119	3366	10232
1120	3369	10228
1121	3371	10223
1122	3373	10217
1123	3377	10215
1124	3379	10211
1125	3383	10209
1126	3384	10202
1127	3387	10197
1128	3388	10190
1129	3394	10194
1130	3397	10191
1131	3399	10186
1132	3401	10181
1133	3403	10175
1134	3405	10169
1135	3409	10169
1136	3412	10165
1137	3414	10160
1138	3417	10156
1139	3419	10150
1140	3422	10147
1141	3425	10143
1142	3429	10145
1143	3439	10161
1144	3443	10160
1145	3446	10158
1146	3448	10152
1147	3450	10147
1148	3455	10150
1149	3459	10148
1150	3461	10142
1151	3463	10137
1152	3465	10131
1153	3469	10133
1154	3472	10129
1155	3475	10125
1156	3478	10121
1157	3482	10121
1158	3488	10129
1159	3491	10125
1160	3493	10120
1161	3496	10116
1162	3502	10123
1163	3507	10123
1164	3511	10124
1165	3519	10136
1166	3522	10131
1167	3524	10125
1168	3528	10128
1169	3531	10123
1170	3534	10120
1171	3537	10117
1172	3540	10113
1173	3542	10108
1174	3546	10109
1175	3549	10105
1176	3551	10100
1177	3553	10093
1178	3555	10088
1179	3558	10084
1180	3561	10081
1181	3564	10078
1182	3567	10074
1183	3569	10068
1184	3571	10063
1185	3575	10062
1186	3579	10061
1187	3582	10060
1188	3585	10057
1189	3588	10052
1190	3593	10056
1191	3597	10055
1192	3600	10051
1193	3602	10047
1194	3605	10043
1195	3616	10062
1196	3618	10056
1197	3620	10052
1198	3624	10051
1199	3632	10062
1200	3635	10058
1201	3641	10064
1202	3644	10060
1203	3646	10055
1204	3648	10049
1205	3651	10045
1206	3659	10057
1207	3661	10052
1208	3664	10046
1209	3666	10041
1210	3670	10040
1211	3672	10036
1212	3675	10031
1213	3677	10026
1214	3679	10020
1215	3681	10015
1216	3686	10017
1217	3689	10014
1218	3691	10009
1219	3693	10003
1220	3696	9999
1221	3698	9994
1222	3702	9992
1223	3704	9988
1224	3707	9983
1225	3709	9977
1226	3711	9972
1227	3714	9968
1228	3716	9964
1229	3719	9961
1230	3723	9960
1231	3726	9958
1232	3736	9973
1233	3741	9974
1234	3744	9971
1235	3747	9969
1236	3749	9962
1237	3751	9957
1238	3753	9952
1239	3756	9948
1240	3759	9944
1241	3762	9943
1242	3765	9939
1243	3768	9935
1244	3770	9931
1245	3772	9925
1246	3775	9920
1247	3778	9918
1248	3782	9919
1249	3784	9913
1250	3786	9907
1251	3788	9901
1252	3790	9894
1253	3793	9892
1254	3797	9890
1255	3799	9885
1256	3800	9878
1257	3803	9873
1258	3805	9868
1259	3809	9869
1260	3812	9864
1261	3814	9859
1262	3816	9853
1263	3818	9848
1264	3820	9843
1265	3824	9842
1266	3827	9839
1267	3830	9835
1268	3832	9830
1269	3834	9825
1270	3840	9829
1271	3843	9826
1272	3845	9820
1273	3847	9815
1274	3852	9816
1275	3856	9815
1276	3858	9810
1277	3863	9813
1278	3866	9810
1279	3869	9806
1280	3871	9801
1281	3874	9798
1282	3878	9798
1283	3881	9795
1284	3884	9790
1285	3886	9785
1286	3892	9791
1287	3896	9790
1288	3898	9784
1289	3901	9780
1290	3903	9775
1291	3905	9770
1292	3909	9769
1293	3912	9765
1294	3915	9762
1295	3918	9758
1296	3920	9753
1297	3923	9751
1298	3926	9747
1299	3929	9744
1300	3931	9739
1301	3933	9733
1302	3935	9728
1303	3938	9725
1304	3941	9723
1305	3944	9719
1306	3947	9715
1307	3949	9710
1308	3951	9705
1309	3955	9705
1310	3959	9703
1311	3962	9700
1312	3964	9696
1313	3966	9690
1314	3972	9693
1315	3975	9690
1316	3977	9684
1317	3979	9679
1318	3981	9674
1319	3991	9687
1320	3993	9683
1321	3996	9680
1322	4001	9680
1323	4003	9677
1324	4007	9674
1325	4009	9669
1326	4011	9664
1327	4015	9663
1328	4018	9659
1329	4020	9655
1330	4022	9650
1331	4025	9645
1332	4027	9641
1333	4031	9640
1334	4034	9638
1335	4037	9633
1336	4039	9628
1337	4041	9623
1338	4044	9619
1339	4048	9618
1340	4050	9614
1341	4052	9609
1342	4055	9605
1343	4060	9607
1344	4065	9608
1345	4068	9604
1346	4070	9600
1347	4073	9596
1348	4083	9610
1349	4087	9611
1350	4092	9611
1351	4098	9615
1352	4100	9609
1353	4102	9605
1354	4104	9600
1355	4108	9599
1356	4117	9609
1357	4119	9605
1358	4125	9608
1359	4128	9605
1360	4131	9602
1361	4133	9597
1362	4136	9592
1363	4140	9592
1364	4143	9588
1365	4145	9582
1366	4146	9576
1367	4148	9571
1368	4151	9568
1369	4155	9567
1370	4158	9563
1371	4160	9558
1372	4162	9553
1373	4164	9547
1374	4171	9553
1375	4174	9551
1376	4177	9546
1377	4179	9542
1378	4181	9537
1379	4187	9540
1380	4189	9535
1381	4193	9533
1382	4195	9529
1383	4200	9529
1384	4202	9524
1385	4206	9523
1386	4208	9519
1387	4210	9513
1388	4215	9514
1389	4218	9510
1390	4220	9505
1391	4222	9501
1392	4224	9496
1393	4227	9491
1394	4231	9490
1395	4233	9486
1396	4236	9482
1397	4238	9476
1398	4240	9471
1399	4242	9465
1400	4245	9464
1401	4249	9462
1402	4251	9457
1403	4253	9453
1404	4256	9448
1405	4258	9444
1406	4262	9442
1407	4265	9439
1408	4271	9442
1409	4273	9437
1410	4278	9439
1411	4281	9435
1412	4286	9436
1413	4288	9431
1414	4294	9435
1415	4297	9432
1416	4299	9427
1417	4301	9422
1418	4303	9417
1419	4307	9416
1420	4310	9413
1421	4315	9415
1422	4318	9410
1423	4321	9406
1424	4324	9405
1425	4327	9401
1426	4329	9397
1427	4332	9392
1428	4334	9387
1429	4337	9385
1430	4341	9384
1431	4343	9379
1432	4345	9374
1433	4347	9368
1434	4349	9363
1435	4353	9361
1436	4356	9358
1437	4358	9353
1438	4360	9348
1439	4362	9343
1440	4364	9338
1441	4369	9339
1442	4372	9336
1443	4375	9331
1444	4377	9327
1445	4379	9323
1446	4383	9320
1447	4387	9320
1448	4389	9315
1449	4391	9310
1450	4393	9305
1451	4396	9300
1452	4399	9298
1453	4402	9294
1454	4404	9291
1455	4407	9286
1456	4409	9281
1457	4411	9276
1458	4415	9276
1459	4418	9273
1460	4420	9268
1461	4422	9263
1462	4424	9257
1463	4426	9253
1464	4430	9251
1465	4433	9247
1466	4435	9242
1467	4437	9237
1468	4439	9231
1469	4441	9226
1470	4444	9224
1471	4447	9221
1472	4450	9217
1473	4452	9212
1474	4454	9207
1475	4456	9202
1476	4459	9200
1477	4462	9197
1478	4465	9192
1479	4467	9188
1480	4469	9183
1481	4471	9178
1482	4475	9177
1483	4478	9174
1484	4480	9169
1485	4483	9165
1486	4485	9160
1487	4487	9156
1488	4490	9152
1489	4492	9148
1490	4495	9144
1491	4499	9144
1492	4511	9158
1493	4514	9155
1494	4516	9150
1495	4519	9147
1496	4524	9148
1497	4527	9144
1498	4530	9142
1499	4532	9138
1500	4538	9140
1501	4541	9137
1502	4543	9132
1503	4545	9127
1504	4547	9122
1505	4552	9122
1506	4555	9119
1507	4557	9115
1508	4559	9110
1509	4561	9105
1510	4569	9112
1511	4573	9110
1512	4575	9106
1513	4579	9105
1514	4583	9103
1515	4585	9099
1516	4588	9094
1517	4590	9089
1518	4591	9084
1519	4595	9082
1520	4598	9078
1521	4601	9076
1522	4604	9073
1523	4607	9069
1524	4611	9067
1525	4613	9064
1526	4616	9060
1527	4618	9055
1528	4620	9050
1529	4622	9045
1530	4626	9043
1531	4628	9039
1532	4631	9036
1533	4633	9031
1534	4635	9027
1535	4638	9022
1536	4641	9021
1537	4644	9017
1538	4647	9013
1539	4649	9008
1540	4653	9008
1541	4657	9007
1542	4660	9004
1543	4662	8999
1544	4665	8995
1545	4667	8990
1546	4670	8988
1547	4675	8988
1548	4677	8984
1549	4679	8979
1550	4682	8974
1551	4684	8970
1552	4687	8966
1553	4689	8963
1554	4693	8961
1555	4696	8957
1556	4698	8953
1557	4702	8951
1558	4705	8949
1559	4707	8945
1560	4710	8940
1561	4712	8935
1562	4714	8931
1563	4718	8930
1564	4721	8927
1565	4723	8922
1566	4725	8917
1567	4727	8912
1568	4731	8910
1569	4736	8911
1570	4739	8908
1571	4742	8905
1572	4744	8901
1573	4749	8901
1574	4752	8899
1575	4764	8911
1576	4767	8909
1577	4771	8907
1578	4773	8903
1579	4777	8902
1580	4780	8898
1581	4783	8896
1582	4786	8893
1583	4789	8889
1584	4793	8887
1585	4795	8884
1586	4798	8880
1587	4801	8876
1588	4803	8872
1589	4805	8868
1590	4811	8869
1591	4813	8865
1592	4815	8860
1593	4818	8856
1594	4820	8851
1595	4823	8848
1596	4826	8845
1597	4828	8841
1598	4830	8837
1599	4833	8832
1600	4835	8828
1601	4839	8827
1602	4842	8823
1603	4844	8819
1604	4846	8814
1605	4848	8809
1606	4850	8805
1607	4856	8807
1608	4859	8803
1609	4862	8800
1610	4864	8795
1611	4866	8790
1612	4871	8790
1613	4874	8787
1614	4876	8784
1615	4878	8779
1616	4880	8774
1617	4884	8772
1618	4886	8767
1619	4891	8767
1620	4894	8764
1621	4896	8760
1622	4900	8758
1623	4903	8755
1624	4906	8752
1625	4908	8748
1626	4910	8743
1627	4912	8738
1628	4916	8737
1629	4919	8734
1630	4921	8730
1631	4923	8725
1632	4926	8720
1633	4928	8716
1634	4932	8715
1635	4934	8711
1636	4937	8707
1637	4939	8702
1638	4941	8698
1639	4944	8695
1640	4947	8692
1641	4950	8688
1642	4952	8684
1643	4954	8679
1644	4956	8675
1645	4961	8674
1646	4963	8670
1647	4965	8666
1648	4968	8661
1649	4970	8657
1650	4972	8653
1651	4975	8650
1652	4978	8646
1653	4981	8644
1654	4984	8640
1655	4986	8636
1656	4995	8643
1657	4998	8640
1658	5000	8635
1659	5003	8632
1660	5013	8641
1661	5015	8637
1662	5025	8646
1663	5028	8642
1664	5030	8638
1665	5032	8633
1666	5034	8628
1667	5038	8626
1668	5040	8621
1669	5042	8617
1670	5044	8613
1671	5046	8608
1672	5048	8604
1673	5051	8599
1674	5054	8597
1675	5057	8594
1676	5059	8590
1677	5062	8586
1678	5064	8581
1679	5066	8576
1680	5069	8573
1681	5071	8569
1682	5075	8568
1683	5078	8564
1684	5080	8559
1685	5084	8557
1686	5086	8554
1687	5089	8550
1688	5091	8546
1689	5093	8541
1690	5095	8536
1691	5097	8531
1692	5102	8531
1693	5104	8528
1694	5107	8524
1695	5109	8519
1696	5111	8515
