iter	Passed	Remaining
1697	5114	8512
1698	5118	8510
1699	5120	8506
1700	5122	8501
1701	5125	8497
1702	5127	8493
1703	5131	8491
1704	5134	8488
1705	5136	8485
1706	5138	8480
1707	5140	8475
1708	5142	8470
1709	5146	8469
1710	5149	8465
1711	5151	8461
1712	5153	8456
1713	5155	8452
1714	5158	8449
1715	5162	8447
1716	5164	8443
1717	5167	8439
1718	5169	8434
1719	5171	8429
1720	5174	8426
1721	5176	8422
1722	5179	8420
1723	5182	8417
1724	5184	8412
1725	5187	8409
1726	5190	8406
1727	5193	8403
1728	5196	8399
1729	5198	8395
1730	5200	8391
1731	5202	8386
1732	5206	8384
1733	5208	8381
1734	5211	8376
1735	5213	8372
1736	5215	8368
1737	5217	8363
1738	5220	8360
1739	5223	8358
1740	5225	8353
1741	5228	8349
1742	5230	8344
1743	5231	8339
1744	5234	8336
1745	5237	8333
1746	5240	8329
1747	5242	8325
1748	5245	8322
1749	5249	8320
1750	5253	8320
1751	5257	8319
1752	5263	8319
1753	5267	8319
1754	5270	8315
1755	5273	8312
1756	5275	8308
1757	5277	8303
1758	5279	8298
1759	5283	8298
1760	5286	8294
1761	5288	8290
1762	5291	8286
1763	5293	8281
1764	5296	8279
1765	5299	8276
1766	5301	8272
1767	5303	8267
1768	5305	8263
1769	5307	8258
1770	5310	8255
1771	5313	8252
1772	5316	8249
1773	5318	8244
1774	5320	8240
1775	5322	8235
1776	5324	8231
1777	5328	8229
1778	5330	8225
1779	5332	8220
1780	5334	8216
1781	5336	8211
1782	5339	8208
1783	5342	8205
1784	5345	8202
1785	5347	8198
1786	5350	8194
1787	5356	8196
1788	5365	8203
1789	5368	8200
1790	5372	8198
1791	5375	8195
1792	5378	8191
1793	5380	8187
1794	5382	8183
1795	5387	8182
1796	5390	8179
1797	5392	8175
1798	5394	8171
1799	5397	8167
1800	5399	8163
1801	5403	8161
1802	5405	8158
1803	5408	8154
1804	5410	8150
1805	5412	8146
1806	5418	8147
1807	5422	8145
1808	5424	8141
1809	5427	8138
1810	5429	8133
1811	5432	8131
1812	5435	8128
1813	5438	8124
1814	5440	8120
1815	5442	8115
1816	5444	8111
1817	5448	8109
1818	5451	8106
1819	5453	8102
1820	5456	8099
1821	5458	8094
1822	5460	8090
1823	5463	8087
1824	5466	8084
1825	5470	8083
1826	5473	8080
1827	5475	8075
1828	5479	8073
1829	5482	8071
1830	5485	8067
1831	5487	8063
1832	5489	8058
1833	5491	8054
1834	5495	8052
1835	5497	8049
1836	5500	8045
1837	5502	8040
1838	5504	8036
1839	5506	8032
1840	5510	8031
1841	5513	8028
1842	5515	8024
1843	5518	8019
1844	5520	8016
1845	5525	8016
1846	5528	8012
1847	5530	8008
1848	5533	8004
1849	5535	8000
1850	5541	8001
1851	5543	7998
1852	5546	7994
1853	5548	7990
1854	5550	7985
1855	5552	7981
1856	5555	7978
1857	5558	7975
1858	5560	7971
1859	5563	7968
1860	5575	7978
1861	5578	7974
1862	5581	7971
1863	5584	7969
1864	5588	7967
1865	5590	7963
1866	5593	7959
1867	5595	7955
1868	5597	7951
1869	5601	7949
1870	5604	7947
1871	5607	7943
1872	5609	7939
1873	5611	7935
1874	5613	7930
1875	5618	7931
1876	5626	7935
1877	5633	7937
1878	5637	7935
1879	5640	7932
1880	5642	7928
1881	5648	7929
1882	5653	7930
1883	5656	7926
1884	5658	7922
1885	5662	7919
1886	5666	7918
1887	5668	7913
1888	5670	7909
1889	5672	7904
1890	5674	7900
1891	5678	7899
1892	5681	7896
1893	5684	7893
1894	5686	7889
1895	5688	7884
1896	5692	7883
1897	5696	7881
1898	5698	7877
1899	5701	7873
1900	5703	7869
1901	5705	7865
1902	5709	7864
1903	5712	7860
1904	5714	7856
1905	5716	7852
1906	5718	7848
1907	5722	7846
1908	5725	7843
1909	5728	7839
1910	5730	7835
1911	5732	7831
1912	5737	7830
1913	5739	7826
1914	5742	7824
1915	5745	7820
1916	5747	7816
1917	5750	7812
1918	5753	7810
1919	5756	7807
1920	5758	7803
1921	5760	7799
1922	5763	7795
1923	5767	7794
1924	5771	7791
1925	5773	7788
1926	5776	7785
1927	5779	7781
1928	5780	7776
1929	5784	7775
1930	5787	7771
1931	5790	7768
1932	5793	7765
1933	5795	7760
1934	5800	7761
1935	5804	7759
1936	5807	7755
1937	5810	7753
1938	5844	7792
1939	5860	7805
1940	5874	7817
1941	5879	7817
1942	5882	7813
1943	5889	7815
1944	5893	7815
1945	5897	7812
1946	5912	7825
1947	5921	7830
1948	5923	7826
1949	5926	7822
1950	5928	7818
1951	5936	7821
1952	5940	7820
1953	5944	7818
1954	5952	7821
1955	5954	7818
1956	5957	7814
1957	5959	7809
1958	5967	7813
1959	5969	7809
1960	5972	7805
1961	5974	7801
1962	5982	7804
1963	5984	7801
1964	5987	7797
1965	5989	7793
1966	6000	7800
1967	6004	7798
1968	6007	7795
1969	6017	7800
1970	6019	7796
1971	6021	7792
1972	6023	7787
1973	6029	7789
1974	6033	7786
1975	6035	7782
1976	6037	7778
1977	6048	7785
1978	6050	7780
1979	6052	7776
1980	6057	7775
1981	6061	7774
1982	6063	7770
1983	6066	7766
1984	6068	7761
1985	6076	7766
1986	6079	7762
1987	6081	7758
1988	6083	7753
1989	6093	7758
1990	6095	7755
1991	6098	7751
1992	6100	7747
1993	6107	7749
1994	6110	7745
1995	6112	7741
1996	6115	7738
1997	6121	7739
1998	6124	7735
1999	6127	7732
2000	6130	7729
2001	6138	7732
2002	6141	7729
2003	6144	7726
2004	6146	7721
2005	6153	7724
2006	6157	7721
2007	6160	7718
2008	6162	7714
2009	6170	7718
2010	6173	7715
2011	6176	7710
2012	6178	7707
2013	6181	7704
2014	6184	7700
2015	6186	7696
2016	6188	7692
2017	6198	7697
2018	6200	7693
2019	6202	7688
2020	6204	7684
2021	6213	7688
2022	6215	7684
2023	6218	7680
2024	6220	7676
2025	6226	7677
2026	6230	7675
2027	6233	7672
2028	6236	7668
2029	6244	7671
2030	6246	7667
2031	6248	7662
2032	6250	7658
2033	6259	7662
2034	6263	7660
2035	6265	7656
2036	6267	7652
2037	6277	7657
2038	6280	7653
2039	6282	7649
2040	6291	7653
2041	6294	7650
2042	6296	7646
2043	6298	7642
2044	6309	7648
2045	6311	7643
2046	6313	7640
2047	6319	7640
2048	6322	7637
2049	6325	7634
2050	6328	7630
2051	6330	7626
2052	6338	7629
2053	6340	7624
2054	6343	7621
2055	6345	7617
2056	6355	7621
2057	6357	7617
2058	6359	7613
2059	6361	7608
2060	6369	7611
2061	6372	7608
2062	6374	7604
2063	6376	7599
2064	6384	7602
2065	6386	7598
2066	6388	7594
2067	6391	7590
2068	6395	7588
2069	6400	7588
2070	6403	7584
2071	6405	7580
2072	6414	7584
2073	6416	7580
2074	6419	7576
2075	6421	7571
2076	6428	7573
2077	6432	7571
2078	6434	7567
2079	6437	7563
2080	6443	7564
2081	6446	7560
2082	6448	7556
2083	6450	7552
2084	6460	7557
2085	6463	7553
2086	6465	7549
2087	6474	7553
2088	6476	7549
2089	6479	7545
2090	6481	7541
2091	6491	7546
2092	6493	7542
2093	6495	7538
2094	6504	7541
2095	6507	7538
2096	6510	7534
2097	6512	7530
2098	6518	7531
2099	6522	7528
2100	6525	7525
2101	6527	7521
2102	6536	7525
2103	6539	7521
2104	6543	7519
2105	6554	7525
2106	6557	7522
2107	6560	7518
2108	6569	7523
2109	6572	7519
2110	6574	7514
2111	6581	7516
2112	6584	7513
2113	6587	7509
2114	6589	7505
2115	6591	7501
2116	6597	7501
2117	6600	7497
2118	6602	7493
2119	6604	7489
2120	6613	7492
2121	6615	7488
2122	6617	7484
2123	6619	7480
2124	6627	7482
2125	6631	7479
2126	6633	7475
2127	6635	7471
2128	6643	7473
2129	6646	7470
2130	6649	7466
2131	6651	7462
2132	6659	7465
2133	6662	7461
2134	6664	7457
2135	6666	7452
2136	6674	7455
2137	6677	7452
2138	6679	7448
2139	6681	7443
2140	6693	7449
2141	6695	7445
2142	6697	7441
2143	6706	7444
2144	6708	7440
2145	6710	7436
2146	6712	7432
2147	6719	7432
2148	6722	7429
2149	6725	7426
2150	6728	7422
2151	6736	7425
2152	6739	7421
2153	6741	7417
2154	6743	7413
2155	6751	7415
2156	6756	7414
2157	6759	7410
2158	6766	7412
2159	6770	7409
2160	6772	7405
2161	6775	7401
2162	6781	7402
2163	6784	7399
2164	6786	7395
2165	6789	7391
2166	6794	7390
2167	6801	7391
2168	6806	7390
2169	6813	7391
2170	6819	7390
2171	6823	7388
2172	6829	7389
2173	6832	7385
2174	6834	7381
2175	6842	7383
2176	6845	7380
2177	6848	7376
2178	6850	7372
2179	6858	7374
2180	6861	7371
2181	6864	7368
2182	6869	7367
2183	6874	7365
2184	6877	7362
2185	6879	7358
2186	6882	7354
2187	6888	7354
2188	6891	7350
2189	6893	7346
2190	6896	7343
2191	6899	7340
2192	6904	7338
2193	6906	7334
2194	6909	7331
2195	6912	7327
2196	6918	7328
2197	6924	7328
2198	6928	7325
2199	6934	7325
2200	6938	7323
2201	6942	7320
2202	6944	7316
2203	6950	7316
2204	6953	7312
2205	6955	7308
2206	6958	7305
2207	6960	7301
2208	6968	7302
2209	6971	7299
2210	6973	7295
2211	6976	7291
2212	6981	7291
2213	6984	7287
2214	6986	7283
2215	6989	7279
2216	6992	7276
2217	6998	7275
2218	7000	7271
2219	7003	7268
2220	7005	7264
2221	7012	7265
2222	7015	7261
2223	7017	7257
2224	7020	7253
2225	7024	7252
2226	7031	7252
2227	7034	7249
2228	7038	7246
2229	7044	7246
2230	7046	7242
2231	7048	7238
2232	7051	7235
2233	7058	7235
2234	7061	7232
2235	7065	7229
2236	7067	7225
2237	7083	7235
2238	7089	7235
2239	7092	7231
2240	7095	7227
2241	7097	7223
2242	7099	7219
2243	7104	7218
2244	7107	7215
2245	7113	7214
2246	7116	7211
2247	7120	7208
2248	7126	7208
2249	7128	7204
2250	7133	7203
2251	7137	7201
2252	7140	7197
2253	7142	7193
2254	7145	7189
2255	7151	7189
2256	7154	7186
2257	7157	7182
2258	7161	7180
2259	7167	7179
2260	7169	7175
2261	7171	7171
2262	7174	7167
2263	7177	7164
2264	7185	7166
2265	7189	7164
2266	7192	7160
2267	7198	7160
2268	7201	7156
2269	7203	7152
2270	7206	7148
2271	7216	7153
2272	7219	7150
2273	7250	7173
2274	7255	7173
2275	7266	7177
2276	7270	7174
2277	7275	7172
2278	7280	7172
2279	7284	7169
2280	7286	7165
2281	7291	7163
2282	7294	7160
2283	7297	7157
2284	7300	7153
2285	7310	7156
2286	7314	7154
2287	7317	7151
2288	7338	7165
2289	7340	7161
2290	7343	7157
2291	7345	7153
2292	7347	7149
2293	7349	7144
2294	7354	7143
2295	7357	7139
2296	7359	7135
2297	7362	7131
2298	7364	7127
2299	7372	7128
2300	7375	7125
2301	7377	7120
2302	7379	7116
2303	7386	7117
2304	7389	7114
2305	7392	7110
2306	7394	7106
2307	7397	7102
2308	7402	7101
2309	7405	7097
2310	7408	7093
2311	7410	7089
2312	7416	7089
2313	7457	7122
2314	7460	7118
2315	7466	7118
2316	7470	7115
2317	7472	7111
2318	7474	7107
2319	7481	7107
2320	7485	7104
2321	7488	7101
2322	7491	7098
2323	7502	7102
2324	7505	7098
2325	7515	7102
2326	7521	7101
2327	7526	7099
2328	7528	7095
2329	7536	7096
2330	7538	7092
2331	7543	7090
2332	7548	7088
2333	7550	7084
2334	7552	7080
2335	7555	7076
2336	7561	7076
2337	7564	7072
2338	7566	7068
2339	7569	7064
2340	7575	7064
2341	7580	7062
2342	7588	7064
2343	7592	7061
2344	7597	7059
2345	7599	7055
2346	7609	7057
2347	7611	7053
2348	7613	7049
2349	7617	7047
2350	7626	7049
2351	7633	7049
2352	7639	7048
2353	7642	7044
2354	7645	7041
2355	7647	7037
2356	7653	7036
2357	7657	7033
2358	7659	7029
2359	7661	7025
2360	7667	7024
2361	7670	7020
2362	7676	7020
2363	7689	7025
2364	7692	7022
2365	7698	7022
2366	7703	7019
2367	7705	7015
2368	7708	7012
2369	7717	7014
2370	7722	7012
2371	7726	7009
2372	7730	7007
2373	7735	7005
2374	7738	7002
2375	7743	7000
2376	7750	7000
2377	7752	6996
2378	7755	6992
2379	7764	6994
2380	7766	6990
2381	7769	6986
2382	7776	6986
2383	7779	6983
2384	7782	6979
2385	7784	6975
2386	7791	6975
2387	7795	6973
2388	7798	6969
2389	7803	6967
2390	7806	6963
2391	7808	6960
2392	7811	6956
2393	7813	6951
2394	7816	6948
2395	7821	6946
2396	7828	6946
2397	7833	6944
2398	7839	6944
2399	7842	6940
2400	7845	6936
2401	7854	6938
2402	7857	6935
2403	7860	6931
2404	7862	6927
2405	7869	6927
2406	7872	6923
2407	7874	6919
2408	7877	6915
2409	7883	6915
2410	7889	6914
2411	7892	6911
2412	7899	6910
2413	7902	6907
2414	7905	6903
2415	7907	6899
2416	7911	6896
2417	7918	6896
2418	7921	6893
2419	7925	6890
2420	7930	6889
2421	7933	6885
2422	7935	6881
2423	7938	6877
2424	7946	6877
2425	7958	6882
2426	7961	6878
2427	7965	6876
2428	7970	6874
2429	7972	6870
2430	7975	6866
2431	7977	6862
2432	7984	6861
2433	7987	6858
2434	7989	6854
2435	7992	6850
2436	7995	6847
2437	7998	6843
2438	8004	6842
2439	8008	6839
2440	8014	6839
2441	8018	6836
2442	8021	6832
2443	8024	6829
2444	8028	6826
2445	8033	6825
2446	8036	6821
2447	8039	6817
2448	8043	6814
2449	8047	6812
2450	8050	6809
2451	8054	6806
2452	8057	6803
2453	8063	6801
2454	8065	6797
2455	8068	6793
2456	8071	6790
2457	8077	6788
2458	8080	6785
2459	8083	6782
2460	8094	6785
2461	8101	6785
2462	8106	6783
2463	8124	6792
2464	8130	6791
2465	8132	6786
2466	8137	6785
2467	8141	6782
2468	8144	6778
2469	8146	6774
2470	8148	6770
2471	8152	6767
2472	8154	6763
2473	8157	6759
2474	8159	6755
2475	8162	6751
2476	8164	6746
2477	8170	6745
2478	8175	6743
2479	8177	6739
2480	8180	6736
2481	8187	6735
2482	8190	6732
2483	8192	6728
2484	8196	6725
2485	8198	6721
2486	8220	6733
2487	8225	6731
2488	8228	6727
2489	8234	6726
2490	8237	6722
2491	8239	6718
2492	8241	6714
2493	8245	6711
2494	8250	6709
2495	8254	6706
2496	8256	6702
2497	8259	6698
2498	8264	6697
2499	8268	6693
2500	8271	6690
2501	8273	6686
2502	8278	6684
2503	8282	6681
2504	8284	6677
2505	8287	6673
2506	8295	6674
2507	8301	6672
2508	8304	6669
2509	8315	6672
2510	8319	6669
2511	8326	6669
2512	8328	6665
2513	8331	6661
2514	8348	6668
2515	8375	6684
2516	8381	6682
2517	8383	6678
2518	8391	6679
2519	8393	6675
2520	8396	6671
2521	8398	6666
2522	8401	6663
2523	8405	6660
2524	8409	6657
2525	8412	6653
2526	8417	6651
2527	8421	6649
2528	8423	6644
2529	8425	6640
2530	8428	6637
2531	8432	6633
2532	8436	6631
2533	8439	6627
2534	8442	6624
2535	8445	6620
2536	8451	6618
2537	8454	6615
2538	8456	6611
2539	8458	6607
2540	8463	6604
2541	8466	6601
2542	8469	6597
2543	8472	6594
2544	8474	6589
2545	8479	6587
2546	8483	6584
2547	8486	6581
2548	8489	6577
2549	8492	6574
2550	8498	6572
2551	8502	6570
2552	8504	6566
2553	8511	6565
2554	8514	6561
2555	8516	6557
2556	8535	6566
2557	8544	6567
2558	8561	6574
2559	8566	6571
2560	8568	6567
2561	8575	6567
2562	8578	6563
2563	8581	6559
2564	8583	6555
2565	8587	6552
2566	8591	6549
2567	8593	6545
2568	8598	6543
2569	8604	6542
2570	8607	6538
2571	8613	6537
2572	8616	6533
2573	8619	6529
2574	8621	6525
2575	8624	6521
2576	8626	6517
2577	8629	6513
2578	8632	6510
2579	8636	6507
2580	8639	6503
2581	8641	6499
2582	8644	6495
2583	8647	6492
2584	8652	6489
2585	8657	6488
2586	8661	6485
2587	8667	6483
2588	8670	6480
2589	8673	6476
2590	8675	6472
2591	8680	6469
2592	8684	6467
2593	8687	6463
2594	8689	6459
2595	8691	6455
2596	8695	6451
2597	8699	6449
2598	8703	6446
2599	8706	6442
2600	8710	6439
2601	8714	6437
2602	8716	6433
2603	8719	6428
2604	8721	6424
2605	8728	6424
2606	8735	6423
2607	8745	6425
2608	8748	6421
2609	8750	6417
2610	8753	6413
2611	8756	6409
2612	8762	6408
2613	8764	6404
2614	8766	6400
2615	8769	6395
2616	8777	6395
2617	8780	6392
2618	8782	6388
2619	8784	6383
2620	8787	6380
2621	8792	6377
2622	8797	6375
2623	8800	6372
2624	8803	6368
2625	8809	6367
2626	8817	6367
2627	8820	6363
2628	8823	6359
2629	8825	6355
2630	8829	6353
2631	8833	6349
2632	8836	6346
2633	8839	6342
2634	8841	6338
2635	8847	6337
2636	8850	6333
2637	8853	6329
2638	8855	6325
2639	8858	6321
2640	8863	6319
2641	8865	6315
2642	8868	6311
2643	8872	6308
2644	8879	6308
2645	8887	6307
2646	8895	6307
2647	8899	6305
2648	8902	6301
2649	8905	6298
2650	8910	6295
2651	8913	6291
2652	8915	6287
2653	8917	6283
2654	8921	6280
2655	8925	6277
2656	8928	6273
2657	8931	6269
2658	8933	6265
2659	8942	6266
2660	8946	6263
2661	8948	6259
2662	8952	6256
2663	8957	6254
2664	8960	6250
2665	8962	6246
2666	8965	6242
2667	8973	6242
2668	8975	6238
2669	8978	6234
2670	8980	6230
2671	8984	6227
2672	8991	6226
2673	8994	6222
2674	8996	6218
2675	9002	6217
2676	9005	6213
2677	9008	6209
2678	9010	6205
2679	9014	6202
2680	9018	6199
2681	9020	6195
2682	9023	6191
2683	9025	6187
2684	9032	6186
2685	9035	6182
2686	9037	6178
2687	9039	6174
2688	9042	6170
2689	9047	6168
2690	9051	6165
2691	9053	6160
2692	9055	6156
2693	9058	6153
2694	9063	6151
2695	9066	6147
2696	9068	6143
2697	9071	6139
2698	9074	6135
2699	9076	6131
2700	9085	6132
2701	9095	6133
2702	9099	6130
2703	9101	6126
2704	9103	6121
2705	9112	6121
2706	9114	6117
2707	9117	6114
2708	9119	6109
2709	9125	6108
2710	9128	6104
2711	9130	6100
2712	9132	6096
2713	9137	6093
2714	9141	6091
2715	9145	6087
2716	9147	6084
2717	9151	6080
2718	9157	6079
2719	9162	6076
2720	9170	6076
2721	9173	6072
2722	9175	6068
2723	9177	6064
2724	9179	6060
2725	9184	6057
2726	9190	6056
2727	9193	6052
2728	9195	6048
2729	9201	6046
2730	9204	6042
2731	9206	6038
2732	9209	6035
2733	9212	6031
2734	9217	6029
2735	9220	6025
2736	9222	6021
2737	9225	6017
2738	9228	6014
2739	9232	6011
2740	9235	6007
2741	9237	6003
2742	9244	6002
2743	9276	6017
2744	9284	6017
2745	9288	6013
2746	9291	6010
2747	9293	6006
2748	9295	6002
2749	9300	5999
2750	9304	5996
2751	9306	5992
2752	9308	5988
2753	9311	5984
2754	9316	5981
2755	9319	5978
2756	9321	5974
2757	9324	5970
2758	9326	5966
2759	9336	5967
2760	9340	5964
2761	9343	5960
2762	9349	5959
2763	9352	5955
2764	9354	5951
2765	9357	5947
2766	9365	5946
2767	9369	5943
2768	9372	5940
2769	9379	5939
2770	9387	5938
2771	9392	5936
2772	9396	5933
2773	9399	5929
2774	9401	5925
2775	9405	5922
2776	9409	5919
2777	9412	5915
2778	9415	5912
2779	9418	5908
2780	9424	5906
2781	9427	5903
2782	9429	5899
2783	9432	5895
2784	9436	5892
2785	9440	5889
2786	9443	5885
2787	9445	5881
2788	9448	5877
2789	9455	5876
2790	9459	5873
2791	9462	5869
2792	9468	5868
2793	9475	5867
2794	9479	5864
2795	9489	5864
2796	9505	5869
2797	9509	5865
2798	9511	5862
2799	9518	5860
2800	9523	5858
2801	9526	5854
2802	9532	5852
2803	9537	5850
2804	9539	5846
2805	9542	5842
2806	9546	5839
2807	9551	5836
2808	9553	5832
2809	9555	5828
2810	9558	5824
2811	9566	5824
2812	9568	5820
2813	9571	5816
2814	9574	5812
2815	9579	5810
2816	9585	5808
2817	9588	5804
2818	9594	5803
2819	9598	5799
2820	9600	5795
2821	9603	5791
2822	9608	5789
2823	9612	5786
2824	9615	5782
2825	9617	5778
2826	9620	5774
2827	9628	5774
2828	9631	5770
2829	9633	5766
2830	9636	5762
2831	9643	5761
2832	9646	5757
2833	9649	5754
2834	9654	5751
2835	9657	5748
2836	9664	5746
2837	9671	5745
2838	9676	5743
2839	9679	5739
2840	9685	5737
2841	9689	5734
2842	9691	5730
2843	9694	5726
2844	9696	5722
2845	9701	5720
2846	9705	5717
2847	9708	5713
2848	9710	5709
2849	9717	5707
2850	9720	5704
2851	9722	5699
2852	9725	5695
2853	9728	5692
2854	9730	5688
2855	9733	5684
2856	9737	5681
2857	9748	5682
2858	9752	5679
2859	9755	5675
2860	9757	5671
2861	9763	5669
2862	9766	5666
2863	9768	5662
2864	9771	5658
2865	9774	5654
2866	9777	5650
2867	9785	5650
2868	9789	5646
2869	9795	5644
2870	9797	5641
2871	9800	5637
2872	9803	5633
2873	9806	5630
2874	9811	5627
2875	9815	5624
2876	9818	5620
2877	9821	5617
2878	9825	5614
2879	9828	5610
2880	9831	5606
2881	9834	5603
2882	9841	5601
2883	9844	5598
2884	9846	5594
2885	9849	5590
2886	9853	5587
2887	9857	5584
2888	9863	5581
2889	9867	5579
2890	9876	5578
2891	9879	5575
2892	9888	5575
2893	9891	5571
2894	9894	5567
2895	9897	5563
2896	9910	5565
2897	9919	5565
2898	9924	5562
2899	9926	5558
2900	9938	5560
2901	9940	5556
2902	9943	5552
2903	9948	5550
2904	9951	5546
2905	9953	5542
2906	9960	5540
2907	9966	5538
2908	9981	5541
2909	9985	5538
2910	9990	5535
2911	9998	5534
2912	10000	5530
2913	10003	5527
2914	10009	5525
2915	10013	5521
2916	10016	5517
2917	10018	5513
2918	10026	5512
2919	10029	5509
2920	10032	5505
2921	10042	5505
2922	10044	5501
2923	10047	5497
2924	10051	5494
2925	10058	5493
2926	10062	5490
2927	10064	5486
2928	10068	5483
2929	10075	5481
2930	10080	5478
2931	10089	5478
2932	10091	5474
2933	10094	5470
2934	10097	5466
2935	10104	5465
2936	10107	5461
2937	10109	5457
2938	10111	5453
2939	10118	5451
2940	10122	5448
2941	10125	5444
2942	10127	5440
2943	10136	5440
2944	10139	5436
2945	10141	5432
2946	10143	5428
2947	10149	5425
2948	10151	5421
2949	10155	5418
2950	10157	5414
2951	10162	5411
2952	10166	5408
2953	10169	5404
2954	10171	5400
2955	10174	5396
2956	10181	5395
2957	10183	5391
2958	10185	5387
2959	10188	5383
2960	10192	5380
2961	10194	5376
2962	10197	5372
2963	10199	5368
2964	10202	5364
2965	10204	5360
2966	10211	5358
2967	10213	5354
2968	10215	5350
2969	10217	5345
2970	10218	5341
2971	10221	5337
2972	10224	5334
2973	10227	5330
2974	10229	5326
2975	10231	5321
2976	10233	5317
2977	10235	5313
2978	10238	5310
2979	10241	5306
2980	10243	5302
2981	10246	5298
2982	10248	5294
2983	10250	5290
2984	10253	5286
2985	10257	5283
2986	10260	5279
2987	10262	5275
2988	10264	5271
2989	10266	5267
2990	10269	5263
2991	10273	5260
2992	10276	5256
2993	10278	5252
2994	10280	5248
2995	10283	5244
2996	10287	5241
2997	10289	5237
2998	10291	5233
2999	10293	5229
3000	10296	5225
3001	10301	5222
3002	10303	5218
3003	10306	5214
3004	10308	5211
3005	10310	5206
3006	10315	5203
3007	10318	5200
3008	10320	5196
3009	10322	5192
3010	10324	5187
3011	10326	5183
3012	10330	5180
3013	10332	5176
3014	10334	5172
3015	10336	5168
3016	10338	5164
3017	10340	5160
3018	10345	5157
3019	10348	5153
3020	10350	5149
3021	10352	5145
3022	10354	5141
3023	10357	5137
3024	10360	5133
3025	10364	5130
3026	10366	5126
3027	10368	5122
3028	10370	5118
3029	10374	5115
3030	10377	5111
3031	10380	5107
3032	10382	5103
3033	10384	5099
3034	10387	5096
3035	10391	5093
3036	10394	5089
3037	10396	5085
3038	10398	5081
3039	10401	5077
3040	10407	5075
3041	10410	5071
3042	10412	5067
3043	10414	5063
3044	10416	5059
3045	10420	5056
3046	10423	5052
3047	10425	5048
3048	10428	5045
3049	10431	5041
3050	10437	5039
3051	10439	5035
3052	10442	5031
3053	10444	5027
3054	10446	5023
3055	10448	5019
3056	10451	5015
3057	10455	5012
3058	10458	5008
3059	10460	5004
3060	10462	5000
3061	10466	4997
3062	10469	4993
3063	10471	4989
3064	10473	4985
3065	10475	4981
3066	10477	4977
3067	10481	4974
3068	10484	4970
3069	10486	4966
3070	10488	4962
3071	10490	4958
3072	10492	4954
3073	10496	4951
3074	10499	4947
3075	10502	4943
3076	10504	4939
3077	10506	4936
3078	10512	4933
3079	10515	4930
3080	10518	4926
3081	10520	4922
3082	10522	4918
3083	10529	4916
3084	10531	4912
3085	10533	4908
3086	10536	4904
3087	10538	4900
3088	10544	4898
3089	10546	4894
3090	10548	4890
3091	10550	4886
3092	10552	4882
3093	10554	4878
3094	10557	4874
3095	10560	4870
3096	10563	4867
3097	10565	4863
3098	10567	4859
3099	10572	4856
3100	10575	4852
3101	10577	4848
3102	10579	4844
3103	10581	4840
3104	10583	4836
3105	10586	4833
3106	10589	4829
3107	10592	4825
3108	10594	4821
3109	10596	4817
3110	10599	4814
3111	10602	4810
3112	10605	4807
3113	10608	4803
3114	10610	4799
3115	10612	4795
3116	10614	4791
3117	10618	4788
3118	10621	4784
3119	10623	4780
3120	10626	4776
3121	10628	4772
3122	10633	4770
3123	10636	4766
3124	10638	4762
3125	10641	4759
3126	10643	4755
3127	10647	4751
3128	10650	4748
3129	10654	4745
3130	10656	4741
3131	10658	4737
3132	10664	4734
3133	10666	4731
3134	10669	4727
3135	10672	4723
3136	10674	4719
3137	10677	4716
3138	10680	4712
3139	10683	4708
3140	10685	4705
3141	10687	4701
3142	10690	4697
3143	10694	4694
3144	10697	4690
3145	10699	4686
3146	10702	4682
3147	10704	4679
3148	10707	4675
3149	10710	4671
3150	10713	4668
3151	10715	4664
3152	10717	4660
3153	10719	4656
3154	10723	4652
3155	10727	4649
3156	10729	4645
3157	10731	4641
3158	10733	4637
3159	10735	4633
3160	10739	4630
3161	10742	4627
3162	10744	4623
3163	10746	4619
3164	10748	4615
3165	10751	4611
3166	10754	4608
3167	10758	4604
3168	10761	4601
3169	10763	4597
3170	10766	4593
3171	10772	4591
3172	10774	4587
3173	10776	4583
3174	10778	4579
3175	10780	4575
3176	10786	4573
3177	10788	4569
3178	10791	4565
3179	10793	4561
3180	10795	4557
3181	10804	4556
3182	10806	4552
3183	10809	4549
3184	10813	4546
3185	10819	4543
3186	10821	4539
3187	10824	4536
3188	10826	4532
3189	10831	4529
3190	10833	4525
3191	10836	4521
3192	10838	4517
3193	10840	4514
3194	10843	4510
3195	10845	4506
3196	10849	4503
3197	10853	4500
3198	10855	4496
3199	10860	4493
3200	10863	4490
3201	10866	4486
3202	10867	4482
3203	10870	4478
3204	10873	4474
3205	10877	4471
3206	10880	4468
3207	10881	4464
3208	10883	4459
3209	10885	4455
3210	10888	4452
3211	10891	4448
3212	10894	4445
3213	10896	4441
3214	10898	4437
3215	10899	4433
3216	10901	4429
3217	10905	4425
3218	10909	4422
3219	10911	4418
3220	10913	4414
3221	10915	4410
3222	10918	4407
3223	10922	4404
3224	10925	4400
3225	10927	4396
3226	10929	4392
3227	10931	4388
3228	10938	4387
3229	10941	4383
3230	10943	4379
3231	10945	4375
3232	10947	4371
3233	10950	4367
3234	10953	4364
3235	10956	4360
3236	10958	4357
3237	10961	4353
3238	10963	4349
3239	10969	4346
3240	10971	4343
3241	10973	4339
3242	10975	4335
3243	10977	4331
3244	10984	4329
3245	10986	4325
3246	10989	4321
3247	10991	4318
3248	10994	4314
3249	10999	4311
3250	11002	4308
